"Freq [GHz]","dB(S(1,1)) []"
2.597,-11.4023402424835
2.606,-11.367490958288
2.615,-11.3325928586038
2.624,-11.2976749243134
2.633,-11.2627648855867
2.642,-11.2278891534837
2.651,-11.1930727782025
2.66,-11.1583394296855
2.669,-11.12371139681
2.678,-11.0892096018651
2.687,-11.0548536274491
2.696,-11.0206617533158
2.705,-10.9866510010436
2.714,-10.9528371847208
2.723,-10.9192349661105
2.732,-10.8858579130066
2.741,-10.8527185597026
2.75,-10.8198284686835
2.759,-10.787198292808
2.768,-10.7548378373905
2.777,-10.7227561217106
2.786,-10.6909614395779
2.795,-10.6594614186691
2.804,-10.6282630784272
2.813,-10.5973728863723
2.822,-10.5667968127294
2.831,-10.5365403833172
2.84,-10.5066087306813
2.849,-10.4770066434836
2.858,-10.447738614181
2.867,-10.4188088850512
2.876,-10.3902214926326
2.885,-10.3619803106628
2.894,-10.3340890916063
2.903,-10.3065515068685
2.912,-10.2793711858026
2.921,-10.2525517536124
2.93,-10.2260968682626
2.939,-10.2000102565056
2.948,-10.1742957491346
2.957,-10.1489573155707
2.966,-10.1239990978932
2.975,-10.0994254444177
2.984,-10.0752409429248
2.993,-10.0514504536379
3.002,-10.0280591420488
3.011,-10.0050725116807
3.02,-9.98249643687758
3.029,-9.96033719570235
3.038,-9.93860150302124
3.047,-9.91729654384448
3.056,-9.89643000698749
3.065,-9.87601011910903
3.074,-9.85604567917244
3.083,-9.83654609336705
3.092,-9.81752141051551
3.101,-9.79898235797781
3.11,-9.78094037805019
3.119,-9.76340766483778
3.128,-9.74639720156045
3.137,-9.72992279822962
3.146,-9.71399912960532
3.155,-9.69864177331615
3.164,-9.68386724798737
3.173,-9.66969305118454
3.182,-9.65613769693603
3.191,-9.64322075254453
3.2,-9.63096287434231
3.209,-9.61938584197581
3.218,-9.60851259073246
3.227,-9.59836724133667
3.236,-9.58897512654684
3.245,-9.58036281377656
3.254,-9.57255812284363
3.263,-9.56559013781462
3.272,-9.55948921176229
3.281,-9.55428696308694
3.29,-9.55001626186816
3.299,-9.54671120451111
3.308,-9.54440707473091
3.317,-9.54314028867947
3.326,-9.54294832175967
3.335,-9.54386961440042
3.344,-9.5459434537721
3.353,-9.54920982812383
3.362,-9.55370925011285
3.371,-9.55948254518825
3.38,-9.56657060078888
3.389,-9.57501407183292
3.398,-9.5848530377278
3.407,-9.59612660593156
3.416,-9.6088724569734
3.425,-9.62312632581701
3.434,-9.63892141455996
3.443,-9.65628773174319
3.452,-9.67525135403592
3.461,-9.69583360682062
3.47,-9.71805016127464
3.479,-9.74191004699961
3.488,-9.76741458113621
3.497,-9.79455621729699
3.506,-9.82331732059618
3.515,-9.8536688786156
3.524,-9.88556916234508
3.533,-9.91896235598817
3.542,-9.95377718000446
3.551,-9.98992553779675
3.56,-10.0273012229173
3.569,-10.0657787303597
3.578,-10.1052122221329
3.587,-10.1454347035057
3.596,-10.1862574715692
3.605,-10.2274699015347
3.614,-10.2688396377773
3.623,-10.3101132553694
3.632,-10.3510174529813
3.641,-10.3912608289254
3.65,-10.4305362782661
3.659,-10.4685240300609
3.668,-10.504895320034
3.677,-10.5393166658525
3.686,-10.571454680758
3.695,-10.6009813282164
3.704,-10.627579487623
3.713,-10.6509486714702
3.722,-10.6708107104765
3.731,-10.6869152076286
3.74,-10.6990445571597
3.749,-10.7070183316821
3.758,-10.7106968605358
3.767,-10.7099838542404
3.776,-10.7048279718813
3.785,-10.695223277382
3.794,-10.6812085832117
3.803,-10.6628657320727
3.812,-10.6403169145538
3.821,-10.6137211602068
3.83,-10.5832701685156
3.839,-10.5491836634086
3.848,-10.5117044601274
3.857,-10.4710934273002
3.866,-10.4276245117108
3.875,-10.3815799708066
3.884,-10.3332459309732
3.893,-10.2829083605107
3.902,-10.2308495172685
3.911,-10.177344903821
3.92,-10.1226607391557
3.929,-10.0670519358947
3.938,-10.0107605563931
3.947,-9.95401470962104
3.956,-9.89702784322682
3.965,-9.83999838110485
3.974,-9.78310965557001
3.983,-9.72653008426296
3.992,-9.67041354459213
4.001,-9.61489990233451
4.01,-9.56011565551954
4.019,-9.50617465954356
4.028,-9.45317890432491
4.037,-9.40121931900337
4.046,-9.35037658407087
4.055,-9.30072193480525
4.064,-9.25231794341832
4.073,-9.20521927041269
4.082,-9.15947337827507
4.091,-9.11512120284719
4.1,-9.07219777954054
4.109,-9.03073282304148
4.118,-8.99075126032941
4.127,-8.95227371774596
4.136,-8.91531696354656
4.145,-8.8798943078715
4.154,-8.84601596243055
4.163,-8.81368936242215
4.172,-8.78291945334033
4.181,-8.75370894537368
4.19,-8.72605853809105
4.199,-8.69996711805395
4.208,-8.67543193190663
4.217,-8.65244873738085
4.226,-8.631011934524
4.235,-8.61111467931826
4.244,-8.59274898171501
4.253,-8.57590578996141
4.262,-8.56057506295165
4.271,-8.54674583219343
4.28,-8.53440625484307
4.289,-8.52354365913232
4.298,-8.51414458338412
4.307,-8.50619480969733
4.316,-8.49967939326937
4.325,-8.49458268822122
4.334,-8.49088837069214
4.343,-8.48857945988089
4.352,-8.48763833762571
4.361,-8.48804676703728
4.37,-8.48978591062674
4.379,-8.49283634830417
4.388,-8.49717809556154
4.397,-8.50279062209787
4.406,-8.50965287109332
4.415,-8.51774327929192
4.424,-8.52703979801014
4.433,-8.5375199151506
4.442,-8.54916067826568
4.451,-8.56193871868556
4.46,-8.5758302766979
4.469,-8.59081122774338
4.478,-8.60685710957033
4.487,-8.62394315027517
4.496,-8.64204429713984
4.505,-8.66113524616689
4.514,-8.68119047220233
4.523,-8.70218425953047
4.532,-8.72409073281892
4.541,-8.74688388829038
4.55,-8.77053762499548
4.559,-8.79502577606213
4.568,-8.82032213979867
4.577,-8.84640051053115
4.586,-8.87323470905942
4.595,-8.90079861262225
4.604,-8.9290661842673
4.613,-8.95801150152906
4.622,-8.98760878432462
4.631,-9.01783242198529
4.64,-9.04865699934963
4.649,-9.08005732185184
4.658,-9.11200843954755
4.667,-9.14448567002718
4.676,-9.17746462017536
4.685,-9.21092120674224
4.694,-9.24483167570095
4.703,-9.27917262037207
4.712,-9.31392099830354
4.721,-9.34905414690094
4.73,-9.38454979780901
4.739,-9.42038609005172
4.748,-9.45654158194301
4.757,-9.49299526178565
4.766,-9.52972655737978
4.775,-9.56671534436727
4.784,-9.60394195344099
4.793,-9.64138717645179
4.802,-9.67903227144836
4.811,-9.71685896668766
4.82,-9.75484946365549
4.829,-9.79298643913833
4.838,-9.83125304638882
4.847,-9.86963291542823
4.856,-9.90811015252967
4.865,-9.94666933892641
4.874,-9.98529552878939
4.883,-10.0239742465183
4.892,-10.0626914833894
4.901,-10.1014336936044
4.91,-10.140187789781
4.919,-10.1789411379286
4.928,-10.2176815519485
4.937,-10.2563972876983
4.946,-10.2950770366589
4.955,-10.333709919241
4.964,-10.3722854777665
4.973,-10.4107936691591
4.982,-10.449224857377
4.991,-10.4875698056192
5,-10.5258196683343
