"Freq [GHz]","dB(S(1,1)) []"
3.326,-9.79309365637754
3.335,-9.87151721142188
3.344,-9.95126398759655
3.353,-10.0320688357054
3.362,-10.1136250623111
3.371,-10.1955813318023
3.38,-10.2775389389918
3.389,-10.3590496522744
3.398,-10.439614363515
3.407,-10.5186828141325
3.416,-10.5956546929541
3.425,-10.6698824147941
3.434,-10.7406758827463
3.443,-10.8073095046962
3.452,-10.8690316686992
3.461,-10.9250767773583
3.47,-10.9746797961802
3.479,-11.0170930881344
3.488,-11.0516050960129
3.497,-11.0775602128763
3.506,-11.0943789730742
3.515,-11.1015775310062
3.524,-11.098785301553
3.533,-11.0857596397326
3.542,-11.0623965517633
3.551,-11.0287366541523
3.56,-10.9849659132327
3.569,-10.9314110706308
3.578,-10.8685300461001
3.587,-10.7968979611861
3.596,-10.7171897045784
3.605,-10.6301601350731
3.614,-10.5366230799999
3.623,-10.4374302418147
3.632,-10.3334509929225
3.641,-10.2255538464986
3.65,-10.1145901692355
3.659,-10.0013804780713
3.668,-9.88670345852852
3.677,-9.7712876713879
3.686,-9.65580578379535
3.695,-9.5408710712652
3.704,-9.42703588477976
3.713,-9.31479175613539
3.722,-9.20457081767095
3.731,-9.09674823245333
3.74,-8.99164536161244
3.749,-8.88953343168839
3.758,-8.79063750269083
3.767,-8.69514057434152
3.776,-8.60318770192359
3.785,-8.51489002331722
3.794,-8.43032862475345
3.803,-8.34955819455797
3.812,-8.27261043192681
3.821,-8.19949719196399
3.83,-8.13021335927245
3.839,-8.06473945079071
3.848,-8.00304395475584
3.857,-7.9450854170579
3.866,-7.89081428919007
3.875,-7.84017455380195
3.884,-7.79310514479068
3.893,-7.74954117912896
3.902,-7.70941501740645
3.911,-7.67265716948959
3.92,-7.63919706089663
3.929,-7.6089636745241
3.938,-7.58188608131587
3.947,-7.55789387238467
3.956,-7.53691750401695
3.965,-7.51888856594055
3.974,-7.50373998223049
3.983,-7.49140615328272
3.992,-7.48182304640703
4.001,-7.47492824178145
4.01,-7.47066093977383
4.019,-7.46896193496909
4.028,-7.46977356164251
4.037,-7.47303961488572
4.046,-7.4787052511194
4.055,-7.48671687131106
4.064,-7.49702198985252
4.073,-7.50956909173623
4.082,-7.52430748039713
4.091,-7.54118711835382
4.1,-7.56015846258429
4.109,-7.58117229640511
4.118,-7.60417955948251
4.127,-7.62913117748898
4.136,-7.65597789282302
4.145,-7.684670097733
4.154,-7.71515767112248
4.163,-7.7473898202638
4.172,-7.78131492860495
4.181,-7.81688041082035
4.19,-7.85403257622589
4.199,-7.8927165016517
4.208,-7.93287591483926
4.217,-7.97445308940126
4.226,-8.01738875235204
4.235,-8.06162200518012
4.244,-8.10709025939315
4.253,-8.15372918741499
4.262,-8.20147268965733
4.271,-8.25025287851881
4.28,-8.3000000799859
4.289,-8.35064285341815
4.298,-8.40210802999733
4.307,-8.45432077020364
4.316,-8.50720464055333
4.325,-8.56068170969074
4.334,-8.6146726637736
4.343,-8.66909694092602
4.352,-8.72387288435752
4.361,-8.7789179135628
4.37,-8.83414871282527
4.379,-8.88948143605149
4.388,-8.94483192676538
4.397,-9.00011595189297
4.406,-9.05524944777493
4.415,-9.11014877665708
4.424,-9.16473099173357
4.433,-9.21891410865621
4.442,-9.27261738128124
4.451,-9.32576157930443
4.46,-9.37826926534148
4.469,-9.43006506894582
4.478,-9.48107595502288
4.487,-9.53123148410231
4.496,-9.58046406196677
4.505,-9.62870917621229
4.514,-9.67590561742666
4.523,-9.72199568282257
4.532,-9.76692536034578
4.541,-9.81064449149578
4.55,-9.85310691134188
4.559,-9.89427056448839
4.568,-9.93409759603332
4.577,-9.97255441686937
4.586,-10.0096117429904
4.595,-10.0452446087818
4.604,-10.0794323545858
4.613,-10.1121585891355
4.622,-10.1434111277373
4.631,-10.1731819073488
4.64,-10.2014668799389
4.649,-10.2282658857293
4.658,-10.2535825080938
4.667,-10.2774239120386
4.676,-10.299800668294
4.685,-10.3207265651211
4.694,-10.3402184099743
4.703,-10.3582958231641
4.712,-10.3749810256353
4.721,-10.3902986229177
4.73,-10.4042753872215
4.739,-10.4169400395445
4.748,-10.428323033528
4.757,-10.4384563426633
4.766,-10.4473732522905
4.775,-10.4551081576795
4.784,-10.4616963693119
4.793,-10.4671739263208
4.802,-10.4715774188842
4.811,-10.4749438202038
4.82,-10.4773103285569
4.829,-10.4787142197582
4.838,-10.4791927102436
4.847,-10.4787828308578
4.856,-10.4775213113248
4.865,-10.4754444752761
4.874,-10.4725881456306
4.883,-10.4689875600403
4.892,-10.4646772960605
4.901,-10.4596912056445
4.91,-10.4540623585286
4.919,-10.4478229940365
4.928,-10.441004480815
4.937,-10.4336372839939
4.946,-10.4257509392598
4.955,-10.417374033331
4.964,-10.4085341903257
4.973,-10.3992580635245
4.982,-10.3895713320444
4.991,-10.3794987019524
5,-10.3690639113733
