!CSV A.01.01,,,
!Agilent Technologies,E8361C,US49010233,A.09.22.11
!Agilent E8361C: A.09.22.11,,,
!Date: Wednesday, September 28, 2022 13:08:14,
!Source: Standard,,,
,,,
BEGIN CH1_DATA,,,
Freq(Hz),S12(DB),S12(DEG),
1278500000,-33.481758,19.468185,
1283000000,-33.850101,9.4349422,
1287500000,-34.533089,2.1088941,
1292000000,-35.33847,-2.6608911,
1296500000,-35.541096,-4.6446166,
1301000000,-35.476067,-5.4966407,
1305500000,-34.6036,-5.9206476,
1310000000,-33.659393,-14.184701,
1314500000,-32.758801,-24.617304,
1319000000,-32.910892,-37.972179,
1323500000,-33.404659,-47.855839,
1328000000,-34.38414,-53.53701,
1332500000,-34.987644,-57.089252,
1337000000,-35.219311,-57.360565,
1341500000,-35.300194,-57.672993,
1346000000,-34.574547,-57.766388,
1350500000,-33.605453,-62.423779,
1355000000,-32.645782,-71.67849,
1359500000,-32.223183,-81.074501,
1364000000,-31.84557,-90.707817,
1368500000,-32.21851,-100.68767,
1373000000,-32.639454,-107.46417,
1377500000,-33.004753,-112.35244,
1382000000,-32.982334,-115.00552,
1386500000,-32.800659,-115.68902,
1391000000,-31.945576,-120.51458,
1395500000,-30.829802,-126.66605,
1400000000,-29.985573,-137.19281,
1404500000,-29.694414,-148.74644,
1409000000,-29.659233,-160.0929,
1413500000,-29.899967,-168.85434,
1418000000,-30.21995,-175.61252,
1422500000,-30.170778,179.65013,
1427000000,-30.073519,172.99379,
1431500000,-29.965712,166.75571,
1436000000,-29.861544,162.26987,
1440500000,-29.38039,157.27802,
1445000000,-28.267452,148.84283,
1449500000,-28.017551,137.11635,
1454000000,-28.197969,124.69983,
1458500000,-28.730978,115.02448,
1463000000,-29.139044,107.5826,
1467500000,-29.52454,102.6985,
1472000000,-29.549757,100.43075,
1476500000,-29.005627,95.395599,
1481000000,-28.386366,86.336082,
1485500000,-28.247711,74.297363,
1490000000,-28.412359,62.737133,
1494500000,-29.007202,51.794239,
1499000000,-29.98535,42.351189,
1503500000,-31.050526,37.963993,
1508000000,-31.608303,34.686565,
1512500000,-31.899841,33.764332,
1517000000,-31.615023,30.793676,
1521500000,-31.400021,27.268944,
1526000000,-30.872852,22.218594,
1530500000,-30.373215,13.473475,
1535000000,-30.053112,2.9953666,
1539500000,-30.208548,-7.1146884,
1544000000,-30.668697,-16.325455,
1548500000,-31.410175,-22.090984,
1553000000,-31.834435,-26.947248,
1557500000,-32.15276,-30.35858,
1562000000,-32.108212,-34.108604,
1566500000,-31.714741,-37.570999,
1571000000,-31.573862,-41.718445,
1575500000,-31.17988,-49.334175,
1580000000,-30.917776,-58.452404,
1584500000,-30.901001,-66.68309,
1589000000,-31.27593,-76.047516,
1593500000,-31.649794,-82.278183,
1598000000,-31.978792,-88.55481,
1602500000,-32.178383,-95.096603,
1607000000,-32.189537,-101.24386,
1611500000,-32.305431,-109.10993,
1616000000,-32.643612,-117.55199,
1620500000,-33.394913,-124.78679,
1625000000,-34.102146,-130.20302,
1629500000,-34.502155,-133.42583,
1634000000,-34.92461,-138.67891,
1638500000,-34.906361,-141.22485,
1643000000,-35.279934,-146.33153,
1647500000,-35.428825,-151.62788,
1652000000,-35.877129,-153.27277,
1656500000,-35.956135,-158.68358,
1661000000,-35.634304,-160.45959,
1665500000,-35.478786,-166.83913,
1670000000,-35.350876,-171.5582,
1674500000,-35.489433,179.33098,
1679000000,-36.203484,173.2355,
1683500000,-36.655495,165.5898,
1688000000,-37.150932,164.72461,
1692500000,-37.958115,160.09157,
1697000000,-38.511887,162.03098,
1701500000,-38.538231,158.44456,
1706000000,-38.175266,157.55814,
1710500000,-37.973881,159.49832,
1715000000,-37.695259,155.99316,
1719500000,-37.48687,151.55679,
1724000000,-37.34679,147.22398,
1728500000,-37.845802,145.78198,
1733000000,-37.37851,146.34581,
1737500000,-36.501732,143.5224,
1742000000,-35.88546,137.96341,
1746500000,-35.070988,132.05066,
1751000000,-34.722012,124.77851,
1755500000,-34.495434,116.25593,
1760000000,-34.374104,107.687,
1764500000,-34.880867,100.3525,
1769000000,-35.130791,94.204025,
1773500000,-35.36113,91.770439,
1778000000,-35.413136,91.737045,
1782500000,-35.259583,90.818512,
1787000000,-34.420662,86.903999,
1791500000,-33.596725,84.359917,
1796000000,-32.838089,75.405258,
1800500000,-32.833485,66.422585,
1805000000,-32.88641,58.934608,
1809500000,-32.900524,52.960377,
1814000000,-32.871643,48.825375,
1818500000,-33.097889,47.267429,
1823000000,-32.819675,44.930923,
1827500000,-31.985054,42.463448,
1832000000,-31.299583,37.855255,
1836500000,-30.359463,31.713047,
1841000000,-29.896927,21.883274,
1845500000,-29.771589,12.793778,
1850000000,-29.956488,4.9368467,
1854500000,-29.858501,-0.28911892,
1859000000,-29.927322,-6.1672926,
1863500000,-29.500811,-8.8060713,
1868000000,-29.324497,-12.642833,
1872500000,-28.53842,-18.445024,
1877000000,-27.783695,-27.898766,
1881500000,-27.473955,-37.436893,
1886000000,-27.392134,-48.152809,
1890500000,-27.614872,-56.374111,
1895000000,-27.924911,-63.434708,
1899500000,-28.010077,-69.086693,
1904000000,-28.007776,-73.061508,
1908500000,-27.548584,-78.471184,
1913000000,-27.080549,-85.300613,
1917500000,-26.677607,-92.627975,
1922000000,-26.25835,-102.51369,
1926500000,-26.283205,-112.71615,
1931000000,-26.518398,-120.53442,
1935500000,-26.676085,-126.98219,
1940000000,-27.072899,-133.30211,
1944500000,-26.979544,-137.92493,
1949000000,-26.643629,-142.9521,
1953500000,-26.030085,-150.31851,
1958000000,-25.807936,-160.31126,
1962500000,-25.794594,-169.94247,
1967000000,-26.073814,-179.34874,
1971500000,-26.421452,172.61867,
1976000000,-26.957653,166.89194,
1980500000,-26.875761,163.10094,
1985000000,-26.690643,157.80925,
1989500000,-26.178961,150.62511,
1994000000,-25.891191,141.27711,
1998500000,-26.074078,131.34338,
2003000000,-26.472834,122.36427,
2007500000,-27.076479,114.00681,
2012000000,-27.697807,108.89995,
2016500000,-28.145611,106.49024,
2021000000,-28.106293,103.07317,
2025500000,-27.827063,99.14373,
2030000000,-27.346928,93.189903,
2034500000,-27.021582,84.506973,
2039000000,-26.996532,73.549812,
2043500000,-27.384651,65.203934,
2048000000,-27.719503,58.171917,
2052500000,-28.483892,50.780319,
2057000000,-28.895433,47.681293,
2061500000,-28.937773,43.541843,
2066000000,-28.857714,39.168751,
2070500000,-28.641758,34.218414,
2075000000,-28.28706,27.317987,
2079500000,-28.097446,17.420208,
2084000000,-28.302383,6.8299346,
2088500000,-28.789701,-1.2660147,
2093000000,-29.360449,-7.7475877,
2097500000,-30.016685,-14.471945,
2102000000,-30.339954,-17.461281,
2106500000,-30.541817,-20.921446,
2111000000,-30.213076,-23.209976,
2115500000,-29.67934,-29.624344,
2120000000,-29.435242,-38.486565,
2124500000,-29.523241,-49.2425,
2129000000,-29.739935,-57.832367,
2133500000,-30.554895,-65.988319,
2138000000,-31.289017,-71.198944,
2142500000,-31.826336,-74.070305,
2147000000,-31.883741,-76.548691,
2151500000,-31.613886,-79.171806,
2156000000,-31.158428,-83.516411,
2160500000,-30.997261,-92.33239,
2165000000,-31.139467,-103.53188,
2169500000,-31.681326,-111.01619,
2174000000,-32.319935,-116.56062,
2178500000,-33.014,-120.95137,
2183000000,-33.546993,-122.38722,
2187500000,-33.691326,-122.32437,
2192000000,-33.318287,-126.59958,
2196500000,-32.598324,-132.39539,
2201000000,-32.280842,-139.99423,
2205500000,-32.427296,-151.21333,
2210000000,-32.707451,-159.57816,
2214500000,-33.457966,-166.07483,
2219000000,-33.941223,-170.60474,
2223500000,-34.561321,-174.23441,
2228000000,-34.781166,-176.11694,
2232500000,-34.666496,-179.99693,
2237000000,-33.988846,174.3206,
2241500000,-33.703716,167.54144,
2246000000,-33.721123,156.92912,
2250500000,-34.067131,148.77786,
2255000000,-34.526077,141.02988,
2259500000,-35.050896,136.74936,
2264000000,-35.607895,133.25343,
2268500000,-35.85062,129.77444,
2273000000,-35.534901,125.87185,
2277500000,-35.144291,120.22809,
2282000000,-35.415146,113.19756,
2286500000,-35.372978,104.07169,
2291000000,-35.887268,95.438484,
2295500000,-36.610741,90.334885,
2300000000,-36.951569,87.142128,
2304500000,-37.199543,81.181129,
2309000000,-37.50478,82.540787,
2313500000,-37.394783,75.725517,
2318000000,-36.664207,69.499107,
2322500000,-37.260601,63.721287,
2327000000,-37.634113,56.186287,
2331500000,-37.809326,51.895039,
2336000000,-38.585987,46.287655,
2340500000,-38.519241,45.249481,
2345000000,-38.479465,40.727757,
2349500000,-38.260181,37.482727,
2354000000,-37.744446,30.875816,
2358500000,-37.743835,25.44331,
2363000000,-37.745052,14.251373,
2367500000,-37.999969,9.6493464,
2372000000,-38.563309,1.2916739,
2376500000,-39.303684,-3.1343753,
2381000000,-39.41629,-9.5428038,
2385500000,-39.836262,-14.587264,
2390000000,-40.177872,-20.283522,
2394500000,-39.732616,-24.961624,
2399000000,-40.599796,-27.90196,
2403500000,-40.720844,-39.982849,
2408000000,-41.360466,-42.072857,
2412500000,-42.35511,-43.20195,
2417000000,-42.377724,-42.867889,
2421500000,-41.783829,-46.09951,
2426000000,-41.615089,-50.971272,
2430500000,-41.850216,-58.448669,
2435000000,-42.155136,-67.555466,
2439500000,-41.960175,-71.770508,
2444000000,-42.120487,-75.463821,
2448500000,-43.688507,-77.850235,
2453000000,-43.061852,-79.13504,
2457500000,-44.165123,-84.064293,
2462000000,-43.894783,-86.344345,
2466500000,-43.250092,-89.559242,
2471000000,-43.629997,-92.67379,
2475500000,-43.087669,-103.35989,
2480000000,-43.469379,-112.87045,
2484500000,-44.181606,-116.47344,
2489000000,-44.699265,-123.30969,
2493500000,-45.030449,-128.50635,
2498000000,-45.853741,-126.98885,
2502500000,-44.464668,-123.98848,
2507000000,-45.847221,-125.78796,
2511500000,-44.432785,-134.92133,
2516000000,-44.85585,-143.15634,
2520500000,-45.646999,-150.13297,
2525000000,-46.097828,-158.6508,
2529500000,-47.088001,-149.53156,
2534000000,-47.295502,-154.42725,
2538500000,-46.005299,-149.76158,
2543000000,-45.660786,-152.00009,
2547500000,-44.776699,-155.52115,
2552000000,-43.467426,-156.84364,
2556500000,-44.872917,-166.18726,
2561000000,-44.618763,-174.06422,
2565500000,-44.458191,-172.21445,
2570000000,-43.882092,-178.2132,
2574500000,-43.791138,177.13251,
2579000000,-43.625069,167.42761,
2583500000,-43.826992,167.28957,
2588000000,-44.212616,162.6662,
2592500000,-43.859043,156.27199,
2597000000,-42.980587,148.61752,
2601500000,-43.101665,151.5376,
2606000000,-42.480614,140.59892,
2610500000,-42.52446,140.0274,
2615000000,-42.232098,129.79463,
2619500000,-42.267155,124.49513,
2624000000,-42.176807,119.04982,
2628500000,-41.470028,114.14568,
2633000000,-41.431728,107.95422,
2637500000,-41.345787,103.64756,
2642000000,-41.275326,94.792084,
2646500000,-41.337814,90.618057,
2651000000,-40.511402,81.214851,
2655500000,-40.681934,72.609619,
2660000000,-41.137184,65.04393,
2664500000,-40.199997,57.302044,
2669000000,-40.149612,52.861237,
2673500000,-40.384327,42.928402,
2678000000,-41.724331,39.910713,
2682500000,-41.877819,32.056255,
2687000000,-42.08168,25.887236,
2691500000,-41.731705,25.62145,
2696000000,-41.616917,17.239693,
2700500000,-41.326668,16.894833,
2705000000,-41.138988,11.743345,
2709500000,-41.276077,5.7969475,
2714000000,-41.444515,-1.0574151,
2718500000,-41.092583,-10.373722,
2723000000,-41.077656,-16.374283,
2727500000,-41.359589,-19.410011,
2732000000,-41.277401,-24.440704,
2736500000,-40.415829,-32.249401,
2741000000,-40.377544,-42.213085,
2745500000,-40.304066,-51.431122,
2750000000,-40.937275,-58.744198,
2754500000,-40.513924,-67.473,
2759000000,-41.80888,-74.002014,
2763500000,-41.645088,-78.951691,
2768000000,-42.400921,-83.821304,
2772500000,-41.987801,-87.142235,
2777000000,-41.756687,-94.409882,
2781500000,-42.412991,-103.01308,
2786000000,-42.178165,-114.11227,
2790500000,-42.674984,-113.60329,
2795000000,-42.77063,-124.58479,
2799500000,-42.618252,-131.5166,
2804000000,-42.442188,-134.14735,
2808500000,-43.977657,-140.51572,
2813000000,-43.056091,-140.00867,
2817500000,-43.492355,-148.81752,
2822000000,-43.944115,-156.10403,
2826500000,-42.976772,-159.24527,
2831000000,-43.274521,-171.04727,
2835500000,-42.982685,-175.90086,
2840000000,-43.198341,174.18002,
2844500000,-44.071186,166.90288,
2849000000,-43.873764,161.8714,
2853500000,-44.953354,158.24701,
2858000000,-43.795975,152.03793,
2862500000,-43.239365,142.99402,
2867000000,-43.632076,130.72568,
2871500000,-43.662884,117.51503,
2876000000,-43.975315,109.57077,
2880500000,-45.688198,103.20204,
2885000000,-45.748329,86.403542,
2889500000,-45.749477,86.010834,
2894000000,-47.188824,79.569931,
2898500000,-48.257458,71.109322,
2903000000,-47.31028,64.269241,
2907500000,-47.516506,56.403694,
2912000000,-49.247601,52.95499,
2916500000,-49.423782,54.906731,
2921000000,-49.838985,48.16666,
2925500000,-52.556393,38.93475,
2930000000,-51.940655,28.885509,
2934500000,-51.404949,34.362011,
2939000000,-52.073181,33.006115,
2943500000,-51.97805,8.033618,
2948000000,-50.828342,10.851586,
2952500000,-51.682213,0.38471407,
2957000000,-52.293949,-19.977327,
2961500000,-53.935642,-14.158222,
2966000000,-51.535461,-25.925362,
2970500000,-54.900333,-63.611309,
2975000000,-54.386463,-35.10775,
2979500000,-57.204994,-71.416985,
2984000000,-55.667278,-64.850555,
2988500000,-53.97086,-94.090874,
2993000000,-57.295635,-90.991928,
2997500000,-55.15786,-107.19131,
3002000000,-56.37571,-156.74829,
3006500000,-62.134209,175.91188,
3011000000,-57.843983,-162.19803,
3015500000,-57.455997,173.31235,
3020000000,-56.554283,139.87105,
3024500000,-60.488647,133.09077,
3029000000,-55.839058,101.28542,
3033500000,-57.917213,117.34027,
3038000000,-54.744541,113.90775,
3042500000,-57.807922,98.70784,
3047000000,-58.383278,93.118492,
3051500000,-62.250584,59.372082,
3056000000,-59.888123,61.996937,
3060500000,-54.690624,32.192566,
3065000000,-59.865471,46.788826,
3069500000,-63.1633,3.6959841,
3074000000,-61.914764,29.974375,
3078500000,-56.251354,-1.8661672,
3083000000,-61.890133,16.334009,
3087500000,-57.898411,1.3483323,
3092000000,-55.933659,19.6756,
3096500000,-54.593937,-7.0050735,
3101000000,-58.918484,0.38118881,
3105500000,-55.57486,5.7312922,
3110000000,-55.806454,-9.1406088,
3114500000,-55.861233,-25.953093,
3119000000,-55.879135,-28.013531,
3123500000,-54.577564,-18.291878,
3128000000,-56.34304,-58.187187,
3132500000,-58.116535,-77.858025,
3137000000,-56.539864,-67.560486,
3141500000,-57.316692,-77.164452,
3146000000,-59.524002,-50.187984,
3150500000,-57.053612,-63.199043,
3155000000,-58.546814,-68.836243,
3159500000,-56.090069,-102.18235,
3164000000,-56.778652,-87.677933,
3168500000,-59.026035,-135.41536,
3173000000,-57.262115,-135.70387,
3177500000,-55.470306,-96.243202,
3182000000,-57.434628,-119.72884,
3186500000,-54.781029,-95.876099,
3191000000,-54.38797,-102.68024,
3195500000,-55.075806,-117.12067,
3200000000,-53.949402,-122.10526,
3204500000,-55.249596,-155.09877,
3209000000,-54.000698,-148.85426,
3213500000,-56.671146,-162.06805,
3218000000,-56.352066,-173.16547,
3222500000,-57.40918,169.05472,
3227000000,-55.443031,158.45677,
3231500000,-55.024052,165.129,
3236000000,-62.939137,128.9967,
3240500000,-58.405659,134.1971,
3245000000,-62.531288,127.1612,
3249500000,-61.761539,163.05368,
3254000000,-63.354599,-169.25554,
3258500000,-64.496925,-138.63394,
3263000000,-63.47385,156.39487,
3267500000,-61.692616,154.10013,
3272000000,-58.954224,149.65347,
3276500000,-61.944611,155.57034,
3281000000,-61.608246,117.97618,
3285500000,-58.825745,144.38968,
3290000000,-63.781616,118.19148,
3294500000,-64.644051,135.19795,
3299000000,-62.079823,100.12688,
3303500000,-60.271519,152.63867,
3308000000,-68.066757,111.64899,
3312500000,-60.875648,131.52351,
3317000000,-59.832615,133.55437,
3321500000,-67.876328,143.33522,
3326000000,-61.464954,72.885849,
3330500000,-66.433632,107.99372,
3335000000,-74.303185,137.59691,
3339500000,-60.857609,130.05391,
3344000000,-58.005714,122.22832,
3348500000,-61.831692,91.377213,
3353000000,-56.534714,122.3327,
3357500000,-55.470066,75.287048,
3362000000,-59.257519,83.638351,
3366500000,-54.069073,77.085686,
3371000000,-54.868294,84.24762,
3375500000,-55.933804,74.628998,
3380000000,-56.146019,69.77961,
3384500000,-56.900818,62.922436,
3389000000,-56.62027,57.724499,
3393500000,-53.597515,58.676285,
3398000000,-54.027466,36.60527,
3402500000,-54.380081,34.183762,
3407000000,-55.019562,41.635586,
3411500000,-56.48,28.793896,
3416000000,-53.529377,23.743414,
3420500000,-54.250126,18.811636,
3425000000,-54.581268,12.550207,
3429500000,-57.147907,-8.4889994,
3434000000,-53.255444,-11.236965,
3438500000,-56.670765,-18.710421,
3443000000,-55.15345,-25.114874,
3447500000,-54.83744,-55.961239,
3452000000,-57.660702,-47.7565,
3456500000,-63.206333,-43.392994,
3461000000,-62.455971,-44.316692,
3465500000,-59.095085,-42.526657,
3470000000,-58.087749,-61.637806,
3474500000,-61.525871,15.712833,
3479000000,-57.160179,-61.445564,
3483500000,-57.849129,-52.873814,
3488000000,-57.863914,-54.343746,
3492500000,-54.744347,-71.556679,
3497000000,-54.491451,-35.440311,
3501500000,-60.505283,-53.659321,
3506000000,-58.880295,-36.705223,
3510500000,-59.060825,-64.140427,
3515000000,-59.745415,-75.390915,
3519500000,-56.7831,-73.083061,
3524000000,-55.842609,-51.889545,
3528500000,-55.401512,-79.826645,
3533000000,-54.170815,-67.849396,
3537500000,-58.970406,-63.957378,
3542000000,-54.43684,-68.433937,
3546500000,-54.927906,-92.89138,
3551000000,-53.971222,-84.784286,
3555500000,-56.770092,-110.76128,
3560000000,-51.600552,-89.814133,
3564500000,-56.920422,-106.55283,
3569000000,-53.279892,-118.52515,
3573500000,-54.393734,-121.49187,
3578000000,-53.607822,-136.14096,
3582500000,-52.92527,-125.65413,
3587000000,-53.330639,-136.98692,
3591500000,-53.621101,-143.5238,
3596000000,-54.994572,-135.38162,
3600500000,-53.018818,-150.57147,
3605000000,-50.101379,-158.62393,
3609500000,-51.405293,-161.0708,
3614000000,-50.382023,-158.29724,
3618500000,-51.051842,-174.82895,
3623000000,-49.652782,-173.02948,
3627500000,-50.041187,175.55891,
3632000000,-51.231842,170.81024,
3636500000,-49.532024,172.9175,
3641000000,-49.661625,160.11172,
3645500000,-48.743652,157.86165,
3650000000,-49.810905,160.04285,
3654500000,-49.172951,146.03006,
3659000000,-49.191566,136.51117,
3663500000,-48.691628,127.2324,
3668000000,-47.755585,134.29219,
3672500000,-47.815289,123.56099,
3677000000,-47.081989,118.72769,
3681500000,-48.379406,112.25617,
3686000000,-48.006657,109.95885,
3690500000,-48.60532,100.28896,
3695000000,-46.950588,95.038589,
3699500000,-46.025909,88.935036,
3704000000,-46.422306,87.87645,
3708500000,-45.657879,78.91217,
3713000000,-45.093269,68.128494,
3717500000,-45.126694,69.497627,
3722000000,-45.33033,54.175457,
3726500000,-44.841221,45.32729,
3731000000,-45.601517,36.440712,
3735500000,-44.610764,27.52816,
3740000000,-45.657459,29.98315,
3744500000,-45.526299,19.283375,
3749000000,-44.928925,14.3394,
3753500000,-45.15472,9.370575,
3758000000,-44.718273,2.086762,
3762500000,-44.055191,-4.3370614,
3767000000,-43.580147,-6.2385759,
3771500000,-44.184845,-7.1056609,
3776000000,-44.156822,-19.058472,
3780500000,-43.826115,-21.183008,
3785000000,-43.34856,-29.691864,
3789500000,-43.539959,-39.853012,
3794000000,-43.466728,-47.301529,
3798500000,-43.435242,-57.652454,
3803000000,-43.421886,-65.195068,
3807500000,-43.937618,-71.279053,
3812000000,-43.805801,-71.723083,
3816500000,-43.840599,-82.881805,
3821000000,-44.272587,-89.932907,
3825500000,-43.813427,-90.112846,
3830000000,-43.653656,-108.04955,
3834500000,-43.343403,-111.87057,
3839000000,-44.261238,-123.12378,
3843500000,-44.145699,-125.7915,
3848000000,-44.734211,-129.61897,
3852500000,-44.881672,-132.10173,
3857000000,-44.472054,-133.5661,
3861500000,-44.193077,-142.56136,
3866000000,-43.512688,-151.08359,
3870500000,-45.148113,-156.01366,
3875000000,-45.128948,-159.63521,
3879500000,-45.49102,-170.93202,
3884000000,-45.677372,-164.77425,
3888500000,-45.003113,-171.59604,
3893000000,-45.626087,-178.87242,
3897500000,-44.643417,175.80173,
3902000000,-45.081062,176.40086,
3906500000,-45.05962,166.25204,
3911000000,-44.973434,158.72977,
3915500000,-44.58799,155.50941,
3920000000,-44.235413,147.8634,
3924500000,-44.695904,142.43001,
3929000000,-43.887077,136.59724,
3933500000,-43.324814,128.01657,
3938000000,-43.074512,127.3315,
3942500000,-42.68317,114.92862,
3947000000,-43.180946,107.1071,
3951500000,-42.998047,97.27256,
3956000000,-43.305801,94.352402,
3960500000,-44.301853,90.212891,
3965000000,-44.178787,85.232376,
3969500000,-44.041145,83.992081,
3974000000,-43.867561,77.027855,
3978500000,-43.133053,67.74968,
3983000000,-43.137302,60.680714,
3987500000,-43.6749,51.173611,
3992000000,-43.180527,44.084236,
3996500000,-43.269188,39.513103,
4001000000,-44.587524,36.133766,
4005500000,-43.839668,31.706282,
4010000000,-44.179123,18.586943,
4014500000,-43.337547,20.190008,
4019000000,-43.376965,8.8388491,
4023500000,-43.736485,8.9919796,
4028000000,-43.608204,1.1414238,
4032500000,-44.145721,-6.7384934,
4037000000,-44.570354,-13.668696,
