"Freq [GHz]","dB(S(1,1)) []"
2.786,-10.448306752452
2.795,-10.3883021354
2.804,-10.3331788056296
2.813,-10.2827972319615
2.822,-10.23701195053
2.831,-10.1956718380959
2.84,-10.1586204949912
2.849,-10.1256967253332
2.858,-10.096735100963
2.867,-10.0715665947461
2.876,-10.0500192684309
2.885,-10.0319190002023
2.894,-10.0170902373548
2.903,-10.0053567601283
2.912,-9.99654244364111
2.921,-9.99047200598123
2.93,-9.9869717318154
2.939,-9.98587016229736
2.948,-9.98699874354282
2.957,-9.9901924274445
2.966,-9.99529022007775
2.975,-10.0021356743604
2.984,-10.0105773249485
2.993,-10.0204690645491
3.002,-10.0316704618973
3.011,-10.0440470225667
3.02,-10.0574703945579
3.029,-10.0718185212409
3.038,-10.0869757447172
3.047,-10.1028328630268
3.056,-10.1192871448673
3.065,-10.1362423056197
3.074,-10.1536084485185
3.083,-10.1713019747528
3.092,-10.1892454661774
3.101,-10.2073675441374
3.11,-10.2256027076996
3.119,-10.2438911543287
3.128,-10.2621785857757
3.137,-10.2804160016486
3.146,-10.2985594828341
3.155,-10.3165699666353
3.164,-10.334413015183
3.173,-10.3520585783857
3.182,-10.3694807524004
3.191,-10.3866575343402
3.2,-10.4035705736978
3.209,-10.4202049207436
3.218,-10.4365487719848
3.227,-10.4525932126259
3.236,-10.4683319558769
3.245,-10.4837610789157
3.254,-10.4988787553207
3.263,-10.5136849838769
3.272,-10.5281813138043
3.281,-10.542370566689
3.29,-10.5562565557008
3.299,-10.5698438030651
3.308,-10.5831372572142
3.317,-10.5961420115688
3.326,-10.6088630274689
3.335,-10.6213048643824
3.344,-10.6334714211174
3.353,-10.6453656923364
3.362,-10.6569895451616
3.371,-10.6683435210264
3.38,-10.6794266681266
3.389,-10.690236409801
3.398,-10.7007684538797
3.407,-10.7110167474646
3.416,-10.7209734807115
3.425,-10.730629141987
3.434,-10.7399726252984
3.443,-10.7489913891931
3.452,-10.7576716644687
3.461,-10.7659987061372
3.47,-10.7739570832418
3.479,-10.7815309984695
3.488,-10.7887046281403
3.497,-10.7954624721921
3.506,-10.8017897032939
3.515,-10.8076725042516
3.524,-10.8130983834235
3.533,-10.8180564589084
3.542,-10.8225377037331
3.551,-10.8265351460497
3.56,-10.8300440203439
3.569,-10.8330618677136
3.578,-10.8355885852973
3.587,-10.8376264267812
3.596,-10.839179957522
3.605,-10.8402559691105
3.614,-10.8408633591458
3.623,-10.8410129825703
3.632,-10.840717481159
3.641,-10.8399910976932
3.65,-10.8388494810237
3.659,-10.8373094877043
3.668,-10.835388985212
3.677,-10.8331066610101
3.686,-10.8304818409242
3.695,-10.8275343195136
3.704,-10.8242842043781
3.713,-10.8207517756572
3.722,-10.8169573613838
3.731,-10.8129212288415
3.74,-10.8086634916577
3.749,-10.8042040320361
3.758,-10.7995624372832
3.767,-10.794757949613
3.776,-10.7898094281034
3.785,-10.784735321625
3.794,-10.7795536515492
3.803,-10.7742820030706
3.812,-10.7689375240231
3.821,-10.7635369301403
3.83,-10.7580965157904
3.839,-10.7526321693016
3.848,-10.7471593920862
3.857,-10.741693320858
3.866,-10.7362487523287
3.875,-10.7308401698472
3.884,-10.7254817715244
3.893,-10.7201874994573
3.902,-10.7149710697275
3.911,-10.7098460029087
3.92,-10.7048256548659
3.929,-10.6999232476758
3.938,-10.695151900533
3.947,-10.6905246605428
3.956,-10.6860545333264
3.965,-10.6817545133894
3.974,-10.6776376142227
3.983,-10.67371689812
3.992,-10.6700055057114
4.001,-10.6665166852156
4.01,-10.6632638214271
4.019,-10.6602604644524
4.028,-10.6575203582162
4.037,-10.655057468754
4.046,-10.6528860123087
4.055,-10.6510204832425
4.064,-10.6494756817705
4.073,-10.6482667415141
4.082,-10.6474091568622
4.091,-10.6469188101164
4.1,-10.6468119983829
4.109,-10.647105460155
4.118,-10.6478164015136
4.127,-10.6489625218486
4.136,-10.6505620389793
4.145,-10.6526337135218
4.154,-10.6551968723198
4.163,-10.6582714307133
4.172,-10.6618779133803
4.181,-10.6660374734331
4.19,-10.6707719093976
4.199,-10.6761036796373
4.208,-10.682055913715
4.217,-10.6886524200998
4.226,-10.6959176895375
4.235,-10.7038768932992
4.244,-10.7125558754056
4.253,-10.7219811377953
4.262,-10.7321798172613
4.271,-10.7431796528186
4.28,-10.7550089419878
4.289,-10.7676964842825
4.298,-10.7812715099775
4.307,-10.7957635919935
4.316,-10.8112025384899
4.325,-10.8276182634777
4.334,-10.8450406324831
4.343,-10.8634992799889
4.352,-10.8830233950687
4.361,-10.9036414713203
4.37,-10.9253810168939
4.379,-10.948268220124
4.388,-10.9723275660161
4.397,-10.9975813986402
4.406,-11.0240494243545
4.415,-11.0517481507709
4.424,-11.080690256506
4.433,-11.1108838870856
4.442,-11.1423318729469
4.451,-11.1750308663656
4.46,-11.2089703954036
4.469,-11.2441318347049
4.478,-11.2804872952457
4.487,-11.3179984380656
4.496,-11.356615220653
4.505,-11.3962745891048
4.514,-11.4368991344988
4.523,-11.4783957381155
4.532,-11.5206542372224
4.541,-11.5635461509722
4.55,-11.606923514404
4.559,-11.6506178772524
4.568,-11.6944395328299
4.577,-11.738177050044
4.586,-11.7815971878696
4.595,-11.8244452753757
4.604,-11.8664461406336
4.613,-11.9073056673583
4.622,-11.9467130478296
4.631,-11.9843437835346
4.64,-12.0198634604254
4.649,-12.0529322935874
4.658,-12.0832103970654
4.667,-12.1103636900921
4.676,-12.1340703034673
4.685,-12.1540273027599
4.694,-12.1699575024953
4.703,-12.1816161121172
4.712,-12.1887969347071
4.721,-12.1913378369204
4.73,-12.1891252257029
4.739,-12.182097304565
4.748,-12.1702459378076
4.757,-12.1536170212594
4.766,-12.1323093371179
4.775,-12.1064719515917
4.784,-12.0763002901228
4.793,-12.042031089588
4.802,-12.0039364750384
4.811,-11.9623174372375
4.82,-11.9174969957051
4.829,-11.8698133214836
4.838,-11.8196130674042
4.847,-11.7672451153626
4.856,-11.7130549046024
4.865,-11.6573794567317
4.874,-11.6005431660777
4.883,-11.542854381069
4.892,-11.4846027657091
4.901,-11.4260574009796
4.91,-11.3674655644854
4.919,-11.3090521124511
4.928,-11.2510193805019
4.937,-11.1935475174249
4.946,-11.1367951681545
4.955,-11.0809004273985
4.964,-11.0259819925882
4.973,-10.9721404532973
4.982,-10.919459663227
4.991,-10.8680081497386
5,-10.8178405243531
