"Freq [GHz]","dB(S(1,1)) []"
2.183,-22.5457419124483
2.192,-22.6229501461446
2.201,-22.6163164529694
2.21,-22.5275528137819
2.219,-22.3630003776647
2.228,-22.1325112329477
2.237,-21.8479182664801
2.246,-21.5215340498142
2.255,-21.1649880231732
2.264,-20.7885133967283
2.273,-20.4006408179358
2.282,-20.0081838329187
2.291,-19.6163950183682
2.3,-19.2291981662426
2.309,-18.8494354111642
2.318,-18.4790960657429
2.327,-18.1195128662731
2.336,-17.7715224478291
2.345,-17.4355925093257
2.354,-17.1119204305963
2.363,-16.8005085870984
2.372,-16.5012212221374
2.381,-16.2138270170869
2.39,-15.9380307220686
2.399,-15.6734964978243
2.408,-15.419865018742
2.417,-15.1767659025104
2.426,-14.9438266519538
2.435,-14.7206790019898
2.444,-14.5069633418784
2.453,-14.3023317146103
2.462,-14.1064497687044
2.471,-13.9189979427653
2.48,-13.7396720920859
2.489,-13.5681837134052
2.498,-13.4042598841473
2.507,-13.2476430026962
2.516,-13.0980903939669
2.525,-12.9553738278443
2.534,-12.819278985549
2.543,-12.6896048996268
2.552,-12.5661633862422
2.561,-12.4487784832152
2.57,-12.3372859033248
2.579,-12.2315325094937
2.588,-12.1313758163148
2.597,-12.0366835207906
2.606,-11.9473330640082
2.615,-11.8632112246372
2.624,-11.7842137445591
2.633,-11.7102449865356
2.642,-11.6412176235677
2.651,-11.5770523594446
2.66,-11.5176776799119
2.669,-11.4630296338786
2.678,-11.4130516441201
2.687,-11.367694347007
2.696,-11.3269154608936
2.705,-11.2906796829255
2.714,-11.258958614168
2.723,-11.2317307131263
2.732,-11.2089812779008
2.741,-11.1907024574226
2.75,-11.176893292425
2.759,-11.1675597870397
2.768,-11.162715012162
2.777,-11.1623792420062
2.786,-11.1665801255814
2.795,-11.1753528951587
2.804,-11.1887406141805
2.813,-11.2067944674923
2.822,-11.2295740972555
2.831,-11.2571479884522
2.84,-11.2895939085137
2.849,-11.3269994063223
2.858,-11.3694623766634
2.867,-11.4170916971587
2.876,-11.4700079458259
2.885,-11.5283442087097
2.894,-11.5922469885533
2.903,-11.6618772272798
2.912,-11.737411457178
2.921,-11.8190430982192
2.93,-11.9069839219504
2.939,-12.0014657060342
2.948,-12.1027421078692
2.957,-12.2110907910125
2.966,-12.3268158445565
2.975,-12.4502505434806
2.984,-12.58176050767
2.993,-12.7217473292594
3.002,-12.8706527528395
3.011,-13.0289635116951
3.02,-13.1972169467165
3.029,-13.3760075644099
3.038,-13.5659947285054
3.047,-13.7679117287043
3.056,-13.9825765338278
3.065,-14.2109046201348
3.074,-14.4539243760868
3.083,-14.7127957325674
3.092,-14.9888328672451
3.101,-15.2835321048893
3.11,-15.5986065138657
3.119,-15.9360292307112
3.128,-16.2980883031638
3.137,-16.687456942268
3.146,-17.1072846997489
3.155,-17.5613175378185
3.164,-18.0540585383588
3.173,-18.5909869763549
3.182,-19.1788632093353
3.191,-19.826163180288
3.2,-20.5437148337781
3.209,-21.3456606169812
3.218,-22.2509694960304
3.227,-23.285923537111
3.236,-24.4884443873158
3.245,-25.9161768666525
3.254,-27.6630662003576
3.263,-29.8979753282176
3.272,-32.9731036298798
3.281,-37.8357907361681
3.29,-48.327630156031
3.299,-41.9153974871006
3.308,-34.9099962767832
3.317,-30.9741575045186
3.326,-28.2355533454657
3.335,-26.1317735218273
3.344,-24.4218841219203
3.353,-22.980779777772
3.362,-21.7352317993535
3.371,-20.6387113097713
3.38,-19.6598312582581
3.389,-18.7764306422851
3.398,-17.9722896724965
3.407,-17.2351863406841
3.416,-16.5556865466805
3.425,-15.9263587215345
3.434,-15.3412458405937
3.443,-14.7954997517542
3.452,-14.2851213518791
3.461,-13.8067718193066
3.47,-13.3576327727538
3.479,-12.9353008840457
3.488,-12.5377072446397
3.497,-12.1630548410366
3.506,-11.8097694968544
3.515,-11.4764609802705
3.524,-11.1618918906369
3.533,-10.8649525733988
3.542,-10.5846407604585
3.551,-10.3200449535911
3.56,-10.0703308007712
3.569,-9.83472988567229
3.578,-9.61253047708712
3.587,-9.40306987996153
3.596,-9.20572810180195
3.605,-9.01992260352335
3.614,-8.84510394673337
3.623,-8.68075218315275
3.632,-8.52637385864582
3.641,-8.38149952585514
3.65,-8.24568167693144
3.659,-8.11849302223561
3.668,-7.99952505283713
3.677,-7.88838683464532
3.686,-7.78470399046329
3.695,-7.68811783343311
3.704,-7.59828462146152
3.713,-7.5148749074454
3.722,-7.43757296458755
3.731,-7.36607626991057
3.74,-7.30009503232771
3.749,-7.2393517543856
3.758,-7.18358081911789
3.767,-7.13252809539539
3.776,-7.0859505567742
3.785,-7.04361591017328
3.794,-7.00530223179387
3.803,-6.97079760856064
3.812,-6.93989978404989
3.821,-6.91241580840091
3.83,-6.88816169210777
3.839,-6.8669620638836
3.848,-6.84864983299456
3.857,-6.83306585659696
3.866,-6.82005861268884
3.875,-6.80948387932265
3.884,-6.8012044207271
3.893,-6.7950896809633
